Food Item,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Vitamin B12 (mcg),Folate (B9) (mcg),Vitamin B6 (mg),Niacin (B3) (mg),Pantothenic Acid (B5) (mg),Riboflavin (B2) (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Zinc (mg),Copper (mg),Phosphorus (mg),Manganese (mg),Selenium (mcg),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Omega-3 Fatty Acids (g),Omega-6 Fatty Acids (g),Cholesterol (mg),Glycemic Index,Water Content (g),Serving Size (g or cups),Net Carbs (g),Complex Carbs (g),Simple Carbs (g),Antioxidants (mg),Flavonoids (mg),Carotenoids (mg),Caffeine (mg),Acidity (pH),Allergen Information,Dietary Labels,Energy Density (kcal/g)
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,4848,194,985,14.310817908238732,177,2.499565930079105,379,0.7680497886379836,7.188342019976344,3.5330331040822003,0.16304263038475134,471,7.151788463293504,142.4270280941669,736,3.6927446835512616,0.9024685581313955,213,1.4332984198751002,43,1.1468124237867017,6.856766363336941,2.6062929787496647,2.5183878671053117,7.19055397776866,48,High,277,150,23,35,-12,210,67,138,90,5.78199631618128,Soy-Free,Vegetarian,0.6573037132881909
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,4949,140,451,10.835567021487297,52,0.7403171798288067,357,0.7315200924926493,9.978941207833257,0.7541754080156693,1.6096545784676028,226,5.7035291399568,75.77300978309147,800,2.11288092770216,0.4264856581421408,373,0.9342007759076506,82,7.142634628218487,9.754819924477612,1.7262727026922375,4.152385143433122,2.918519659165897,43,Low,797,100,24,20,4,112,41,67,125,3.7354576477128685,Nut-Free,Low Fat,3.377021032060325
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,1343,10,232,5.172730920952204,159,1.825501114405864,382,2.188371791648163,17.67073956250779,3.5278476701436103,1.2361380518348093,205,6.290901072035409,25.64627252432585,156,6.017230373546405,0.780479046163217,617,0.6467330570684167,59,2.177626185490178,0.5738847460709073,1.389274799128628,0.7374198736863374,0.4888822950518523,43,High,195,200,37,37,0,299,62,158,241,5.041359039003224,Egg-Free,Vegan,1.004229382512476
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,3809,67,714,2.475108911511991,157,0.9901002751952606,218,0.7786046774158286,1.7653448279456265,4.293666261174664,1.7736545827518824,290,1.3651287297807193,21.98139655921098,960,5.094964234699732,0.466575428956311,600,0.38931430277736523,63,1.7662342602459147,1.3896037074221246,3.663833922565851,2.7383411725617317,9.027510149740777,127,Low,619,150,21,22,-1,230,32,152,248,5.0005078340031535,Nut-Free,Low Fat,2.5052641112170124
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,1181,133,537,11.945534086829099,17,1.05337715317965,230,1.5404639210080509,16.291823528632968,2.294696871158258,2.1370108316360574,211,5.002237728656323,37.73360772072131,208,7.4239243976618825,0.4873843033749953,689,1.1029609949901686,9,3.583229285893832,4.514588460004906,4.934417005625659,3.5562029590146977,4.8310109209391,22,Medium,345,100,34,33,1,377,31,170,6,6.295145690726557,Nut-Free,Keto-Friendly,3.238671846446333
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,555,175,876,10.018089100662824,38,1.106881847474611,415,0.5742266399246045,8.010764640497374,2.849569220444796,1.9388666407315331,492,2.3401527814641687,27.12808333345121,616,4.692920747513404,0.45540798845012265,683,1.2290817776798457,34,6.532902447594835,3.8487946088431513,0.6297644014666071,4.302976123579756,2.8096105317302156,128,Low,290,150,22,7,15,311,74,175,87,6.707872795043219,Dairy-Free,Paleo,2.5933312879429655
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,994,24,895,1.6746041735061472,49,1.6601211711319337,227,0.6613395347823547,17.237761489981075,2.306937821023771,2.9554686711827625,144,2.479644950583841,192.5339477247815,123,3.7170770995214495,1.0291330226585291,257,1.1806927970429324,8,2.339964787906278,7.827348413570277,9.464580945905496,4.677827801011098,7.163865578849116,124,Medium,906,100,36,34,2,196,41,156,85,5.653063494842638,Nut-Free,Keto-Friendly,1.1541489205668507
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,1484,171,173,6.0407065226136964,167,0.6534506168611929,192,1.8446965352857296,16.24185716788127,1.8521994138468751,0.500969497242926,243,6.782387641725234,126.535888548023,320,3.2880464849106366,1.6160695982714997,364,0.3214418905237526,19,1.8366153878188574,1.6061402646920375,7.652433228607584,3.923199572344662,8.859023776825637,35,High,336,100,44,21,23,459,10,141,144,4.221486361338565,Shellfish-Free,Paleo,1.4473888962920691
Greek Yogurt (1 cup),100,10.0,6.0,0.0,0.0,6.0,40,2058,198,675,14.395197416780006,137,1.6933803227872946,411,1.8783628208550334,7.6264637005256795,4.1146853028220765,1.3462373258963578,150,9.156933442425737,92.29410192375512,414,2.508968040472592,1.1810430641463578,353,1.1829759071236121,39,0.09953625713364334,9.760951791114886,7.308517731854666,3.2641419911100096,0.003070750337554884,54,Medium,724,200,49,3,46,412,93,85,197,5.758444079473164,Contains Artificial Colors,Low Fat,0.5906176010332855
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,3172,172,839,8.005616039942817,93,2.0351223413441026,297,1.1829388132168848,14.183654171110703,1.7240115817894535,1.3320091362656024,205,4.335687799544292,110.40853843168172,393,3.0245905737732834,1.7970925182465995,288,0.419986802929768,78,4.716430971017235,3.1506587526091403,1.7286052498872695,2.1681004265638295,6.878521850421537,109,High,75,200,8,9,-1,421,81,98,163,4.005484516962004,Dairy-Free,Vegan,2.3382747225263403
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,2096,73,463,7.058207904275865,125,1.9498828548989757,176,0.9312195304860895,4.033022378695362,3.7532454097525116,1.3094542907384699,52,2.4736180936158085,232.9472165374296,109,1.4008891690189629,1.309434528295776,273,1.361056914357791,59,4.286455693151828,4.289237077401594,6.03800768012189,0.5605507709420982,7.670116940184214,15,Low,501,150,36,24,12,108,66,107,144,6.86617756191815,Contains Artificial Colors,Vegetarian,2.3389789426447
Turkey Breast (100g),135,30.0,0.0,1.0,0.0,0.0,50,4385,34,774,7.4077944722301154,192,1.6483523012091217,312,2.127420541514616,18.029349491111972,1.4278868566484102,2.025015336923738,66,6.663095903748215,228.58043505715534,776,3.7951416038244505,1.4097462197019486,137,0.9158295936645134,70,2.3386774363737626,2.747450324400229,5.297249468086674,3.5486859626276064,2.09927427279493,88,Medium,155,1,23,36,-13,433,37,90,0,6.289448476330851,Gluten-Free,Vegetarian,2.676501744129138
Cottage Cheese (1/2 cup),90,11.0,4.0,4.0,0.0,2.0,400,604,33,221,3.924358136072292,153,3.0174398242122575,89,0.9342064589397807,8.685330224586279,1.624342082352483,1.5205013755854953,429,8.77627694032802,181.76235522941846,580,0.8474132174481028,1.368453736481306,586,1.7126983167043954,64,0.5365216400969075,5.793636173265472,9.824688457866937,4.963686522377435,4.896238314101744,17,Low,289,150,7,12,-5,254,93,195,119,4.724761021864152,Soy-Free,Keto-Friendly,0.532988867826864
"Quinoa (1 cup, cooked)",222,8.0,39.0,3.6,5.0,0.9,13,1314,21,337,6.161900392107133,183,0.9359800772615123,461,1.5840541393327594,9.656886691748804,2.014075231597455,1.600554423457593,151,7.609028610663663,222.32377058120505,826,2.270931548080105,0.9539724670491082,478,1.5787049151081796,28,4.292558745958369,0.5862870042258395,7.476717700801579,3.6838029736604994,0.8928589891793581,37,Medium,901,100,42,28,14,322,82,79,66,6.137374068566385,Dairy-Free,Low Fat,2.9535238664734
Orange (1 medium),62,1.2,15.0,0.2,3.1,12.0,0,1631,27,484,6.177385583820473,71,2.017090231344122,465,2.436417681725811,14.409421969702713,3.151203698272047,1.3538323772256176,219,8.753193690097579,86.71552662102995,737,7.594319223884576,1.4097437621801574,269,1.476325897881604,96,7.882051110716313,1.4967750557044879,5.757618837162312,0.0835554686886314,7.467498825153475,19,High,467,200,32,34,-2,316,44,21,48,4.6346225814476325,Contains Artificial Colors,Paleo,2.7161328722009244
Tofu (100g),76,8.0,1.9,4.8,0.3,0.6,7,3540,24,735,1.7329702826246136,16,0.6861242508696629,404,0.7957048757247676,16.595964497392167,2.544900436217935,2.9759284369538315,81,5.597269374602594,101.46623824198788,366,3.5919553924279155,0.2324447182910262,324,1.4314004887351743,26,7.15282131327177,7.457977034187242,8.508126664701223,2.481299890209194,8.474560185633525,18,High,381,200,42,29,13,31,45,136,286,3.2984406351189914,Nut-Free,Vegan,0.9226598285722665
"Mushrooms (1 cup, cooked)",35,3.0,7.0,0.5,2.1,3.1,8,923,36,162,11.745946799250856,54,0.7134670366337292,304,2.3817525349894177,5.490512123235982,3.853151644225192,2.7899279115752225,233,7.642824321507313,157.29092364501474,891,6.848251661284767,1.73371779663976,696,1.1649272750083939,48,8.607948898601702,1.865005834048039,1.5509427086070948,3.0732331624145193,1.081866573246606,12,High,961,100,10,14,-4,77,46,88,23,5.827075492002422,Soy-Free,Paleo,1.5428798278069358
Peanut Butter (2 tbsp),188,8.0,6.0,16.0,2.0,3.0,1,1028,81,937,6.8310620466543055,196,2.221597549031289,192,0.8657861061373373,13.565652657662913,1.4610528515128653,0.9924001491566757,36,1.8306133139098963,159.6702273513434,187,7.310399668174135,1.577843072543443,115,0.21611579464385425,36,0.09582687713155624,2.3551445155666286,0.15216529690977199,3.448371005514215,8.164602534328347,16,High,940,1,44,25,19,401,13,154,210,4.618455332113762,Nut-Free,Paleo,2.4155746787126504
"Spinach (1 cup, raw)",7,0.9,1.1,0.1,0.7,0.1,24,233,69,966,12.510518415429926,193,2.1980552746634627,289,1.6348864160464591,8.447962833893822,0.5480252953197535,0.4236223818233348,137,3.808608845950319,125.60796112296183,554,6.021260755955079,0.5659369206401897,641,1.345430284712702,99,9.664193168045985,7.929822357248377,6.902333334145232,3.598629178003543,7.715701704845336,29,Low,91,200,21,16,5,325,22,138,292,6.721279267135447,Nut-Free,Paleo,1.9873906248209836
Whole Wheat Bread (1 slice),80,4.0,14.0,1.0,2.0,1.0,140,2205,183,171,12.904872015678535,185,3.134100538533371,277,1.2540154239174892,8.005355556075266,3.9945086230334903,2.5353176997119484,115,4.200717062574463,106.15788362510878,725,9.607628542971286,1.5592616630827565,472,0.9871521373710589,87,3.4141225262744834,0.933011783572536,0.9831146023723747,2.79054220608262,3.4691332037089726,42,Low,694,1,46,36,10,74,19,23,62,4.2262448573171465,Dairy-Free,Low Fat,0.8452827917037873
Cheddar Cheese (1 slice),113,7.0,1.0,9.0,0.0,0.3,174,3727,154,593,3.967916765781213,164,2.1736210269802196,390,2.429857203003652,14.11049065487244,4.197422002460327,2.991793729134601,174,5.357309589337328,246.68327478608683,632,0.7036787329195759,0.12402094266003515,304,0.9921539565877127,55,9.903977960919647,4.374738227708409,1.154336399835092,1.1168016636712013,6.902895299335833,47,Low,878,200,9,19,-10,301,8,128,55,6.373331285818374,Gluten-Free,Vegan,0.7620361254097697
Tomato (1 medium),22,1.1,4.8,0.2,1.5,3.2,6,4880,102,271,10.2029487503818,190,3.3793730612145505,247,1.0470840580038738,8.356482208962753,0.767660733987753,0.948565792714972,224,9.326225422439826,207.06967026825384,247,7.51720018058735,0.5127684877136728,174,0.8201421713859124,89,2.5261946060177465,0.23063386997226987,7.446807264245305,4.711003307382733,0.00048123894311746795,42,Low,605,100,23,8,15,464,38,11,17,5.721751380827056,Contains Artificial Colors,Low Fat,2.8443688973242747
Cucumber (1 medium),16,0.7,3.8,0.1,0.5,1.9,2,1952,62,680,7.611945258281744,97,0.6460845451997893,114,1.2993160041715073,7.5760615031237455,3.2490838497127843,1.1375762849411222,80,8.805817322110656,114.39524749313085,856,9.608473117433876,0.22376075347470228,195,1.86523473819925,7,4.715363875782447,3.468073993179038,2.7053484413398907,3.4833323383183097,9.317976544659986,92,Low,84,150,47,29,18,226,66,13,76,6.4132984645115645,Nut-Free,Paleo,0.9679013540534295
Pineapple (1 cup),82,0.9,22.0,0.2,2.3,16.0,1,4275,17,88,13.32219433090079,82,0.7940230543422232,437,2.465720235710841,16.881879754398604,2.2019305274288508,2.8307362263070885,213,1.777992176747253,184.55019453749642,877,8.691581428852922,1.582431141574,664,0.5739574072096215,74,3.5392767657530366,6.9898140261075445,6.286312155688929,1.1842001843470473,5.5038323530837285,113,High,925,150,46,10,36,38,42,75,259,4.1675275083742225,Shellfish-Free,Low Fat,1.0162780217913308
Grapes (1 cup),104,1.1,27.0,0.2,1.4,23.0,2,3033,88,546,4.020369508470358,172,0.6321975847111442,60,1.5729407823769463,2.924246352789121,4.072530448375325,2.1622756022089606,162,2.1415016928834003,74.69480638059028,828,2.0949805721476267,1.5361608872389356,434,0.7015294614785813,36,3.557607149943026,0.9010327971722831,9.174069260927485,1.6116091613513643,6.203388640619995,65,Low,396,1,39,35,4,202,85,99,120,4.845381613274577,Dairy-Free,Vegetarian,2.9927693760702727
Strawberries (1 cup),49,1.1,12.0,0.5,3.0,7.0,1,3384,36,829,10.489384804340618,188,1.05583055100062,157,1.505260231242507,13.841959833774002,4.434865493884153,0.9573511621609448,76,3.8975852210946575,34.04063829695917,530,3.604792909391455,1.6459084452234782,496,1.9297774871976832,6,8.422820987482158,8.883346267787601,3.1647453163785833,4.6096383531518486,6.646594135390986,118,Low,433,150,26,37,-11,65,75,183,183,6.292516044941721,Shellfish-Free,Keto-Friendly,2.336418903689651
Kiwi (1 medium),42,0.8,10.0,0.4,2.1,6.0,1,4398,183,282,9.508529711538117,46,2.1238103328250344,75,1.0155569764079826,5.725782482021868,4.329516950587621,1.7850348247233536,99,3.262066725961402,94.58344613265776,851,2.138292478826421,0.10851521731850479,436,1.639292097025726,92,7.464189397373388,9.09499042940716,2.171441578399188,4.437425933536679,5.613690172183667,52,Low,562,100,28,19,9,347,27,187,47,5.575275276738134,Shellfish-Free,Low Carb,2.3141468244619174
Watermelon (1 cup),46,0.9,12.0,0.2,0.6,9.0,2,2911,59,992,5.1342206860056585,128,2.436716544282284,494,1.902727120620883,1.294466594697616,3.9974191130788346,2.838265780156343,269,6.3403240549844915,106.7134720296146,843,6.212429456239689,1.0523421806889752,432,0.12676418310945298,63,9.92151435230048,1.049903751251351,1.0656288374105172,2.025732191790448,8.56763887539463,71,High,787,150,14,28,-14,397,24,69,146,4.439687597981338,Contains Artificial Colors,Paleo,1.93803731409002
Bell Pepper (1 medium),24,1.0,6.0,0.2,2.1,3.5,1,1350,140,579,2.9124126511164166,66,0.6367554738460064,470,0.5287459035555553,4.168521108581149,1.7107350293397332,2.454258010142758,371,9.076372453763177,13.968909894560992,843,7.265785828805177,1.4391887752829393,326,1.8216044397375604,95,6.1351468271751255,9.907324363757766,1.3046236141972611,0.1915361099572549,6.097018321515439,77,High,860,1,6,9,-3,221,60,189,281,5.0479825028372005,Nut-Free,Vegetarian,2.2069850432068727
Zucchini (1 medium),33,2.4,7.5,0.6,2.5,3.3,3,3612,102,198,10.122956646681871,17,3.3379126695367978,200,0.5990252594045871,12.526569065741487,4.153503396057426,2.251314869813113,237,9.641769645889575,205.55008039261506,341,3.512200808949053,0.39526214460412934,431,0.5306298677828336,77,4.632566043945027,2.975295533954889,0.6222269537884273,0.24248684446969093,9.077599912404725,73,High,337,100,32,26,6,247,57,106,293,6.984392377453103,Contains Artificial Colors,Low Fat,2.305309071115433
"Chickpeas (1/2 cup, cooked)",135,7.0,22.0,2.0,6.0,3.7,1,1356,181,446,11.34036441385263,104,3.026496129951143,270,1.6987171742716054,14.47341663823281,2.900653141578317,2.237289304008365,88,6.709228049084651,96.20641657340356,801,5.625312452850807,1.334602382273987,173,1.4412718244155207,81,0.9007386294689113,0.8410167113160605,0.8764237882974013,1.4195914545919452,5.82331622234009,71,High,797,100,45,27,18,209,6,185,79,5.967391981655528,Shellfish-Free,Vegetarian,3.403478704530741
"Lentils (1/2 cup, cooked)",115,9.0,20.0,0.4,7.8,1.8,2,3476,190,710,5.4187828126869,126,1.3898374464712795,390,1.1833491476369082,1.4000978875700807,0.7374047667444087,0.6162589404475839,105,8.462512413310323,149.3003597872353,840,7.063745415676353,0.25980918868840286,316,1.1508389039977094,18,9.965614195138567,0.050671144972622706,4.320045888091539,3.1456110966949975,1.711224219805666,12,Low,920,200,41,37,4,484,25,176,235,5.458090611120117,Contains Artificial Colors,Keto-Friendly,1.1689199224027378
Coconut Oil (1 tbsp),121,0.0,0.0,14.0,0.0,0.0,0,3586,33,687,10.027656456312393,119,0.7315625906794039,286,2.406632744401921,1.6920834227326829,2.55622482454212,2.4915755937610156,358,5.489420902192572,27.75116494502943,165,4.502728257804959,0.44451912659819504,160,1.1199425788452897,55,5.515306529322829,4.085228957638626,3.2086504502396975,2.9209731766728093,9.135625558393029,58,Low,82,200,21,28,-7,187,80,136,228,6.311645521734063,Soy-Free,Keto-Friendly,1.1436872591013771
Butter (1 tbsp),102,0.1,0.1,11.5,0.0,0.1,31,3684,69,953,6.531832706561046,29,1.009661219657172,286,2.306381381445571,18.148300182016108,4.73971062663497,0.9007440340860285,339,2.4791059951703773,51.999238900140156,477,8.613147539326864,1.004013948489742,430,1.4640505144461664,15,7.004774696901418,6.298099857061176,7.06560814322998,3.1691389347197134,6.816274983597768,31,Medium,144,150,10,7,3,432,46,69,283,4.768121355088681,Gluten-Free,Low Carb,0.671655463115947
Olive Oil (1 tbsp),119,0.0,0.0,13.5,0.0,0.0,0,1496,131,351,10.984896365956647,133,0.880833241264918,268,1.9274125173534145,2.392810544160677,4.495367073809987,2.7980633079144357,478,5.484539914888035,223.5264940786144,487,7.829724385234263,1.3417737900940938,650,0.4936447965994354,82,4.067423871913114,3.3217924990331325,8.702416582470018,3.5864148596605334,6.992389944355562,82,Low,254,1,47,37,10,428,61,167,60,6.800256018586742,Nut-Free,Low Carb,2.474596396427967
Chicken Thigh (100g),209,26.0,0.0,10.0,0.0,0.0,82,3737,140,409,3.7890138485167437,62,0.8698513378968405,473,2.1362911622556027,17.989461013714852,0.9601892644870222,1.1574559739399706,391,5.773284713657685,156.0850066918722,890,1.1143226665804213,0.37715134121240257,207,0.4021477484562105,84,5.477157081792359,8.367173654746228,7.847732031423843,0.09516126796369206,9.854817505716017,119,High,670,100,9,32,-23,162,53,164,219,5.208084914782768,Shellfish-Free,Low Carb,2.1471265424667854
Pork (100g),242,27.0,0.0,14.0,0.0,0.0,60,3430,157,287,13.463010036906441,128,2.055685065997202,200,1.8346636993353866,5.33515236126721,3.848570085714666,2.587215151422544,255,7.553346860028787,238.06817204091652,880,6.400690341362876,0.45192432857878195,597,1.3386339527926088,14,9.425777318928873,7.1660627556505005,5.306372566656522,0.5254279758622143,0.7519655420957916,53,High,883,150,43,27,16,471,95,92,88,4.307488598505154,Gluten-Free,Vegan,0.8337176115399193
Beef (100g),250,26.0,0.0,17.0,0.0,0.0,72,2803,55,696,5.023734350518116,21,1.2375423274802009,172,0.7511642054203214,15.060338203006044,4.1260678968120565,0.8720771341016241,281,2.5888884022198164,249.70000825391605,308,2.7355927341176214,0.4884480974247597,648,0.6521005349188582,88,1.6641943793160274,3.501615319680327,1.0244211623265342,1.797417259136063,4.285926070951714,1,Low,79,150,11,26,-15,53,14,83,263,3.344079910286529,Contains Artificial Colors,Vegan,1.5936168053545616
Apple (1 medium),95,0.5,25.0,0.3,4.4,19.0,2,570,24,712,6.149003828586141,186,1.5744191495874333,193,2.0310867393784053,6.884931729974229,1.7212468470654416,1.5921281160884975,412,3.9989486298239516,99.24642767994266,514,5.796423514339115,0.5535315289280591,167,1.9505053945497457,84,2.923725843302546,7.343096666086046,7.0976728394155355,0.7742999876079087,2.3909539298661517,117,Medium,315,200,36,32,4,440,76,64,227,4.5027808769888935,Gluten-Free,Vegetarian,1.0359896159936115
Banana (1 medium),105,1.3,27.0,0.3,3.1,14.0,1,1453,162,285,1.813287329124897,26,3.4685160001529676,238,0.9203839374376928,17.316288486574493,2.6222385683349154,0.40996735691827557,166,3.95826095753838,81.7127353799859,115,9.590440205013179,0.5304523121999534,377,0.9578724942418794,62,1.5205972777803234,9.404877369692498,3.6282872472687355,0.3766002127227708,6.304264647136572,36,High,72,150,8,22,-14,177,65,35,102,5.2745535081462815,Soy-Free,Low Fat,1.4944452212025845
Chicken Breast (100g),165,31.0,0.0,3.6,0.0,0.0,74,2883,26,785,2.5611709724978695,73,2.552942746776034,304,1.1468857102003935,14.3086424430628,3.6994457365865734,2.0143448186889046,125,9.614676159541066,216.0054532381832,396,8.851089043246377,0.8507833061455098,117,0.312034338013234,38,7.922159038047747,0.9309599854301709,0.8565039391541018,3.2048219799866597,8.06811683748072,96,Medium,658,150,25,5,20,296,25,179,87,5.812992554932977,Soy-Free,Keto-Friendly,3.3537925081838305
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,2931,135,252,8.222066637972594,51,3.346942001141004,117,2.1384684242048406,8.634455713432207,2.4756866996951654,2.5246298979838313,444,4.71747712310383,249.666742488989,319,4.342905829593751,1.3422003365897737,483,1.4030488157268848,84,0.6204526042182956,3.0610396015761685,8.424664072126257,4.076682387455495,9.663107088924127,102,High,88,200,46,34,12,206,64,130,22,6.500466771644293,Egg-Free,Paleo,2.5499565166415867
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,457,93,305,4.746297474191601,103,0.9276696650993468,153,1.5730512167868964,2.449746629307511,1.0075861348995963,2.1834971157770067,27,7.673392689332392,161.11389621578977,868,3.269381654271357,0.9322603879554923,408,0.6817026556856494,82,0.8163164985133831,4.633259391166932,3.3821651718250556,3.7631332871714123,4.545961069547201,113,High,222,150,36,10,26,346,90,76,292,6.775843341295259,Gluten-Free,Keto-Friendly,0.5227073023854258
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,3119,18,647,12.696723160390722,166,1.6464184244977078,385,2.2198814283668185,14.921303493545334,3.676471001067747,1.6174496875221063,451,7.632708123057171,200.83377340276536,466,2.7268545718784605,1.5743504266247874,492,0.3823161124806642,57,2.984941127873687,4.979901277547686,2.1824883251157132,4.085198893045896,7.8621823064260425,0,Low,809,150,22,25,-3,83,17,125,266,3.409815384724511,Nut-Free,Vegan,1.257524221352371
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,767,175,711,1.2057074411693538,156,2.164195409847063,208,0.9260706396865284,12.72081036333845,4.602374103808866,0.23083604794423251,181,3.022669755630793,197.61900611566588,879,5.558891262686941,1.466610161302368,213,0.9033643894908497,32,5.141881809210113,5.421956448860737,8.714520646188431,3.329282720289386,9.170515920403796,127,High,940,100,37,18,19,180,52,76,16,5.403619943991259,Soy-Free,Vegetarian,0.5310846412333371
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,4568,185,284,6.307316681407107,20,0.730274185666214,358,1.7155568772137744,1.055322638841986,3.436181277827709,2.8069789207954896,25,5.932762049031455,95.28152997269127,328,1.585360305951535,0.3404011366932438,410,1.9320223283658284,22,4.062748005595865,3.006269065386485,9.021338684470049,3.676726609071011,6.833254325358848,102,Medium,462,150,18,37,-19,389,44,189,284,5.666358596652104,Nut-Free,Paleo,2.6446054963060424
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,1245,197,394,5.722837654767297,107,0.5125623308838736,411,0.6675819450965232,1.1789772634764613,3.9821033685606526,2.1459196908780407,458,8.995877486527156,147.82489126170094,730,5.718112577218362,0.19279908430941348,634,0.8817180951355469,30,0.4481631067080727,6.672596459823491,3.3897083719155985,1.3588938710415066,2.427325524497712,144,Medium,463,200,10,27,-17,192,67,15,161,3.6882552679734353,Gluten-Free,Low Carb,1.908265406166435
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,4285,72,583,1.2705868328464145,187,2.5113030013907527,458,1.7861219870800593,16.367066490661184,2.112631410460228,2.2630062912594657,249,5.01437833484102,209.93366590341125,539,0.5126695751625241,1.7680889715992516,168,0.7599341548890205,11,9.574915578709515,6.450845035298297,3.548014192813734,4.965040181420822,6.078541511077914,56,Low,723,200,15,17,-2,25,80,123,77,5.18240272105366,Soy-Free,Low Carb,3.4820560754431678
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,3819,126,909,2.741157586007143,80,2.425458550404306,349,2.0250680755510695,5.928595037235223,1.3243921030698569,2.4045736689813406,395,9.478616319754188,175.1473303026533,789,3.576571492085526,0.2516790264694595,244,0.9445670279316778,49,9.528695203580837,5.778215062716139,5.7962852758314405,0.9158282724694355,9.699520478171866,69,High,741,100,24,10,14,77,85,19,121,4.339334542321101,Egg-Free,Vegan,2.700749783067975
Greek Yogurt (1 cup),100,10.0,6.0,0.0,0.0,6.0,40,2845,139,846,6.790997448860894,117,1.7323664299988353,445,1.6698617879574433,13.086539686833248,3.3924814772823164,2.268455935190071,65,2.537353178579535,15.079315355689182,631,2.589375981390522,0.3818444433674548,650,0.1230198406393319,49,2.7935632324075987,1.1376172171087662,7.3344149381065815,1.0724693719469125,9.875538288615655,43,Medium,664,200,33,36,-3,384,13,47,111,3.3096693279436535,Gluten-Free,Vegetarian,2.0537388281236457
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,639,97,830,7.900104182264252,67,1.968932228096098,139,1.0324630029976205,9.630073975539702,1.974970426285485,1.3792368758851676,88,1.204511504853292,90.80936053540805,549,9.72657850462743,0.14205322356042432,637,0.35289292333736677,75,7.315256152685815,4.7696789109594455,0.6314920190686346,1.4446091590792343,6.4235982371677816,140,Low,258,200,39,27,12,334,61,133,238,3.263463964668569,Nut-Free,Low Fat,2.9141162846244058
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,2879,81,515,6.660056461568168,43,1.7463290017762687,406,0.5626853377177334,17.405170275913576,4.370330835454068,2.2275033049350457,112,8.96881179487512,44.67416718270528,135,7.408802035914801,1.2938390940674422,290,1.7143817744557548,39,5.785754113832238,3.562268874893756,5.933436571884717,4.876662150532894,8.869877578719892,75,Medium,71,200,20,21,-1,51,55,86,209,6.036851921773001,Egg-Free,Keto-Friendly,2.614410953702228
Turkey Breast (100g),135,30.0,0.0,1.0,0.0,0.0,50,4236,148,819,8.433127497769313,29,0.5720151345346666,305,0.7388977679285715,18.422261148947285,1.0518262249010295,1.912577684649954,293,8.552971380641058,65.91333089872938,946,3.821707114391258,1.2065040700008622,558,1.958265382979576,56,2.374766950056241,4.910384698381226,9.528200617835816,4.941442946769531,2.0034936384860282,84,Low,54,150,11,15,-4,119,44,111,1,5.461821807488086,Gluten-Free,Vegan,1.2313285329079613
Cottage Cheese (1/2 cup),90,11.0,4.0,4.0,0.0,2.0,400,4935,73,590,9.33184344867954,59,1.5061148186523874,402,1.7446059581480524,19.939346540898228,2.4505866487990566,2.576647367639481,202,9.929603821371526,227.31747459791816,521,1.3820283220408949,1.9751169662269856,614,0.40008882264699464,25,2.6217155174161544,9.21866435515026,2.6209389717995366,3.9744687485324874,2.460786049522168,65,Medium,700,100,44,14,30,50,80,21,202,5.860486712921475,Soy-Free,Low Fat,2.0907748244825495
"Quinoa (1 cup, cooked)",222,8.0,39.0,3.6,5.0,0.9,13,3875,81,262,1.1389334957896988,111,1.0312467661918694,269,2.3688404336850275,3.9199985803376896,2.285274202107736,2.4271334644783744,14,6.954238137068048,18.854389338584355,719,5.409605649560928,1.7851715530026269,191,1.117483854935126,32,4.911531743104504,4.805313431584083,9.088272140969337,3.1452879927981687,9.528876128848596,52,High,263,1,40,17,23,315,77,55,286,5.741112618145573,Shellfish-Free,Low Fat,2.1679961745022127
